Question,Answer
How do I create a debit note for purchase returns within BUSY?,"We can create the debit note for purchase return in busy. Pls follow the below steps :
 
 Step 1: Click on Transactions
 Step 2: Then Debit note without item Option
 Step 3: Then Add 
 Step 4: In the voucher, Select the GST nature of Credit note received against purchase. Then DEBIT the party master and CREDIT the purchase and tax account."
How do i create a debit note in return of supply outward in busy ?,"To create a debit note in return of supply outward then follow the below steps:
Step 1: Go to Transaction menu 
Step 2: Click on Sales return (Cr. note) voucher 
Step 3: Then click on Add button 
Step 4: Here you are create return voucher in the respect of supply outward and save the voucher by click on save button"
How do I create a new invoice series in BUSY?,"To create new series in busy : 
 
 Step 1: Go to Administration menu
 Step 2: Click on configuration 
 Step 3: Then click on voucher series configuration 
 Step 4: Then select voucher and click on ADD NEW option 
 Step 5: Then mention series name and click on save button 
 Step 6: After that a new series has been created"
How do I create a new Voucher series in BUSY?,"To create a new voucher series in BUSY, follow the below steps:

Step 1: Administration
Step 2: Configuration
Step 3: Voucher series configurations
Step 4: Keep the cursor on the required voucher series.
Step 5: Click to Add-new
Step 6: Specify the series name.
Step 7: Save
Step 8: Configure the required settings in the voucher configuration screen.
Step 9: Save."
How do I create a rent bill for my tenant,"To generate a rent bill in BUSY, you can follow these steps:
Step 1: Create an item for rent and link it to the rent account that is created under the income group.
Step 2: Open the sales voucher and fill in the required details such as Date, Party, and select the rent item and enter the amount.
Step 3: Apply tax if applicable and save the transaction."
How do I create a sale invoice of a party in Busy?,"To create a sale invoice of a party in Busy, you can follow these steps:
Step 1: Open your company and go to Transaction menu.
Step 2: Select sales voucher and click on Add.
Step 3: Enter all the necessary details such as date, Vch no., Party Name, Item, etc and save."
How do I create an App Password for connecting BUSY to my email?,"To create yahoo app password for mention in Busy, follow these steps:
Step 1: First login into your yahoo mail.
Step 2: Go to your profil and click on account info.
Step 3: Next, click on account security then you have to enable two step verification.
Step 4: Now, click on create app password then mention Busy as app name then generate."
How do I create and print voucher in Busy?,"To create and print voucher in Busy, you can follow the below steps:
Step 1: Go to transaction section then click on required voucher like sales, purchase etc.
Step 2: Choose add tab then create the voucher with necessary details like voucher number, date, party name, item details along with quantity and price etc.
Step 3: Now, save the voucher then click on yes to print sales invoice standard then select the format and give print command."
How do I create and manage vouchers in Busy?,"To create and manage vouchers in Busy, you can follow these steps:
Step 1: Open your company and go to Transaction menu.
Step 2: Select voucher type which you want to create such as Sales, Purchase, etc.
Step 3: Click on Add and enter all the necessary details such as date, Vch no., Party Name, Item, etc and save.
Step 4: You can manage your vouchers to keep track of the documents that support the entries in your accounting & inventory books."
How do I create and send an invoice in Busy?,"To create and send invoice in Busy, you can follow these steps:
Step 1: Open your company and go to Transaction menu.
Step 2: Select voucher type which you want to create such as Sales, Purchase, etc.
Step 3: Click on Add and enter all the necessary details such as date, Vch no., Party Name, Item, etc and save.
Step 4: After invoice is created, you can sent it via Email or Whatsapp by click on Email or SMS button respectively.

To configure email in Busy, you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose Email Configuration and selec Send Directly.
Step 3: If you use Gmail, type smtp.gmail.com as the SMTP server and your Gmail id as the username.
Step 4: Generate an App password by right-clicking on the Gmail id Logo and clicking on Manage your Google Account.
Step 5: Click on Security then Two-step verification then App password and enter Busy as the app name and generate.
Step 6: Copy and paste the password in Busy and fill in other details like From, Reply to, etc.
Step 7: Click on Test Account Settings to make sure you can send a test mail successfully.

To integrate whatsapp with BUSY, you need to follow these steps:
Step 1: Go to Administration and click on Configuration.
Step 2: Choose SMS API Configuration and create a new format.
Step 3: Type the whatsapp API as whatsapp://send?phone=phoneno&text=message and fill phoneno in Mobile field and message in the Message field.
Step 4: Save the configurations.
Step 5: Install and login to the desktop version of whatsapp on your system before sending."
